NAME,PER,RA,DEC,STAR,MSTAR,TEFF,DIST
Kepler-1506 b,14.0329154,19.34332500033908,41.46458333333334,Kepler-1506,0.95,5676,1318
HAT-P-38 b,4.640382,2.358866666687859,32.24633333312141,HAT-P-38,0.886,5330,249.339
Kepler-1602 b,11.17931605,19.57205833329095,40.42747222264607,Kepler-1602,1.22,6296,815
Kepler-18 d,14.85888,19.87196305539873,44.74636111153497,Kepler-18,0.972,5383,
Kepler-1077 b,34.3511874,19.40224166658189,42.26786111116409,Kepler-1077,1.02,5816,1098
Kepler-380 b,3.930821,18.8263111114502,48.75913888931274,Kepler-380,,6045,
Kepler-1580 b,56.6449279,19.0645805560218,41.36355555534363,Kepler-1580,1.47,6228,872
HD 32963 b,2372,5.132169444825914,26.328125,HD 32963,1.03,5272,36.3901
Kepler-132 d,18.010199,18.88238888846503,41.34303888850742,Kepler-132,,6003,
Kepler-228 b,2.566546,19.75241111119588,48.2246694442961,Kepler-228,,6043,
mu Ara e,310.54999,17.73575555562973,-51.83358888889353,mu Ara,1.147,5784.28,15.5111
Kepler-97 b,2.58664,19.15510833316379,48.67341666645473,Kepler-97,0.94,5779,
WASP-96 b,3.4252602,0.06976111120647854,-47.36061111132304,WASP-96,1.06,5540,
Kepler-1229 b,86.828989,19.83244722260369,46.99672222243415,Kepler-1229,0.54,3784,236
Kepler-518 b,8.51203588,19.13933055559794,41.37386111100515,Kepler-518,0.96,5842,324
Kepler-139 b,15.771044,18.82613055547078,43.88934999995762,Kepler-139,,5594,
Kepler-952 b,130.3546919,19.02479722234938,41.99391666624281,Kepler-952,1,5730,1167
Kepler-375 b,12.125934,19.24118888907962,48.09841111077203,Kepler-375,,5826,
Kepler-1285 b,14.7967458,18.78902499993642,44.15591666645474,Kepler-1285,1.2,6170,364
HD 136118 b,1187.3,15.31542777803209,-1.592444444232517,HD 136118,1.191,6097.41,46.5766
Kepler-182 b,9.825792,19.32201111104753,50.58623888889949,Kepler-182,,6250,
Kepler-1313 b,3.83309118,19.49256944444445,42.23325000021193,Kepler-1313,0.92,5453,187
HD 6434 b,21.997999,1.077855555216471,-39.48693611118529,HD 6434,0.79,5835,41.3736
HD 5319 b,641,0.9170555555489328,0.7896777778201634,HD 5319,1.51,4958,114
Kepler-306 e,44.840975,19.23591111103694,40.61614999983046,Kepler-306,,4954,
Kepler-1519 b,240.7989397,19.77786111089918,49.46186111132304,Kepler-1519,0.94,5644,858
Kepler-253 b,3.783986,19.45613055547078,44.85808888912201,Kepler-253,,5208,
Kepler-259 b,8.115317,19.21413055525885,46.615,Kepler-259,,5938,
Kepler-1586 b,15.6049212,19.8801750002967,44.92583333333333,Kepler-1586,1.45,6681,864
Kepler-1172 b,26.0204423,19.36496666696337,37.76661111089918,Kepler-1172,0.92,5558,1292
Kepler-1501 b,14.5564533,19.32789999961853,42.00144444439146,Kepler-1501,1.2,6229,888
HD 231701 b,141.60001,19.53447777774599,16.47425277762943,HD 231701,1.14,6208,118.483
Kepler-666 b,4.49876092,19.89712222205268,48.79158333354526,Kepler-666,1.03,5887,1330
PH-2 b,282.5255,19.31757333331638,51.96260000016954,PH-2,0.94,5629,
Kepler-1027 b,1.9078052,19.17141111108992,42.81391666624281,Kepler-1027,0.91,5436,291
CoRoT-18 b,1.9000693,6.544827500449286,-0.03158333354526096,CoRoT-18,0.95,5440,869.996
Kepler-703 b,4.58352176,19.94579166624281,41.74269444465637,Kepler-703,1.18,6185,1482
Kepler-1505 b,30.8609366,19.46680277778043,41.78697222232818,Kepler-1505,0.93,5686,359
Kepler-203 d,11.32972,19.80600000010596,41.38803055551317,Kepler-203,,5821,
HD 75898 b,418.20001,8.89746388859219,33.05688055568271,HD 75898,1.28,6021,75.7576
Kepler-776 b,4.89718784,19.15150833328565,41.63555555555556,Kepler-776,0.83,5071,727
Kepler-876 b,5.14438011,18.89854722234938,43.3837777777844,Kepler-876,0.81,5060,735
Kepler-224 b,3.132924,19.39561944431729,47.35760000016954,Kepler-224,,5018,
Kepler-1459 b,62.8691611,18.82820277743869,46.01402777777778,Kepler-1459,0.78,4828,435
Kepler-710 b,4.34728553,19.46427777820163,42.69613888846503,Kepler-710,0.94,5611,919
Kepler-806 b,8.09219642,19.73380277779367,44.85344444433848,Kepler-806,0.99,5770,260
Kepler-205 b,2.75564,19.01913888878292,41.86116944419013,Kepler-205,,4321,
KOI-4427 b,147.6606,19.67448333316379,39.27408888869815,KOI-4427,0.526,3813,240
Kepler-612 b,3.72215641,19.42364166683621,45.74788888931275,Kepler-612,0.98,5693,932
MOA-2008-BLG-310L b,,17.90403611103693,-34.77802777820163,MOA-2008-BLG-310L,0.67,,
KIC 11442793 g,210.60697,18.96223277727763,49.30513888888888,KIC 11442793,1.2,6080,780
GJ 1214 b,1.58040482,17.25526111125946,4.963805555767483,GJ 1214,0.157,3026,12.9534
Kepler-824 b,4.51436633,19.36516111161974,39.73200000021193,Kepler-824,1.15,6035,1352
Kepler-1451 b,35.622233,19.5630944442749,40.40988888846503,Kepler-1451,1,5782,1159
Kepler-268 c,83.446393,19.46508055580987,38.05508055580987,Kepler-268,,6081,
Kepler-135 c,11.448708,19.36633888880412,38.7954805554284,Kepler-135,,6090,
Kepler-265 c,17.028937,19.36736111111111,41.24481944402059,Kepler-265,,5835,
Kepler-1296 b,8.3839865,19.47501388867696,41.40780555566152,Kepler-1296,0.87,5359,631
Kepler-1480 b,22.12679948,19.4666527779897,49.30180555555555,Kepler-1480,0.85,5156,540
Kepler-620 b,12.91375431,19.410625,51.33486111111112,Kepler-620,1.15,6155,1241
16 Cyg B b,798.5,19.6978055551317,50.51791944450802,16 Cyg B,0.956,5674.41,21.2134
HAT-P-25 b,3.652836,3.229027777777778,25.19738888846503,HAT-P-25,1.01,5500,297
Kepler-341 e,42.473269,19.32411111089918,43.47276944425371,Kepler-341,,6012,
HD 213240 b,882.7,22.51680277778043,-49.43280000050862,HD 213240,1.143,5967.95,40.6339
Kepler-1577 b,6.30560247,19.53035277790493,47.57311111132304,Kepler-1577,0.78,4862,543
Kepler-1409 b,0.76486493,19.33898611121707,51.20861111111111,Kepler-1409,0.83,5160,722
Kepler-1352 b,1.87788275,19.37958333333333,48.70147222227521,Kepler-1352,1.11,6118,637
Kepler-1249 b,24.3347127,19.79299166679382,44.37177777767182,Kepler-1249,1.19,6202,1674
Kepler-1269 b,37.3331536,19.18703888893128,45.34055555555556,Kepler-1269,1.1,5998,710
HAT-P-45 b,3.128992,18.29154944419861,-3.381027777989706,HAT-P-45,1.259,6330,305
Kepler-399 b,14.425281,19.96678055555456,40.67080000003179,Kepler-399,,5502,
Kepler-341 c,8.01041,19.32411111089918,43.47276944425371,Kepler-341,,6012,
Kepler-925 b,33.8678531,19.34043611102634,40.49066666656071,Kepler-925,0.77,4673,623
Kepler-265 d,43.130617,19.36736111111111,41.24481944402059,Kepler-265,,5835,
Kepler-677 b,6.57531678,19.33987222247653,50.32161111089918,Kepler-677,1,5723,1180
HD 33844 b,551.4,5.210022222730848,-14.95118611110581,HD 33844,1.78,4861,100.908
Kepler-243 c,20.026218,19.00736944463518,42.03396111110846,Kepler-243,,5228,
Kepler-561 b,58.3620495,19.58313888867696,45.10722222222223,Kepler-561,0.96,5646,667
HD 12661 b,262.70861,2.076211111280653,25.41473055521647,HD 12661,1.136,5742.75,34.9528
Kepler-467 b,24.99324193,19.15752222220103,38.64961111068725,Kepler-467,1.05,5809,458
Kepler-1107 b,0.57103852,19.40332777765062,39.14166666666667,Kepler-1107,0.86,5268,457
Kepler-9 c,38.90861,19.03826555569967,38.40086111108462,Kepler-9,1,,
HD 74156 c,2520,8.70697500016954,4.578586111068725,HD 74156,1.238,6067.98,64.433
Kepler-165 c,15.31299,18.71273055606418,47.80973888927036,Kepler-165,,5211,
Kepler-790 b,13.73469807,19.12780833350288,38.87222222222222,Kepler-790,0.84,5208,727
Kepler-326 d,6.766888,19.62170000023312,46.00225000010597,Kepler-326,,5105,
HD 20794 c,40.114,3.331450000339084,-43.07154999997881,HD 20794,0.7,5401,6.05987
WASP-47 c,572,22.08020305527581,-12.01861111111111,WASP-47,1.026,5576,200
Kepler-31 c,42.6318,19.60153416660097,45.85305555555556,Kepler-31,1.21,6340,
Kepler-82 b,26.444,19.52489166683621,42.96613888846504,Kepler-82,0.85,5512,
Kepler-573 b,22.18329658,19.30141111108992,51.23730555560854,Kepler-573,0.99,5746,758
Kepler-1288 b,2.76122421,19.04756666713291,41.60586111121707,Kepler-1288,1.2,6132,715
Kepler-306 c,7.240193,19.23591111103694,40.61614999983046,Kepler-306,,4954,
Kepler-1484 b,30.4549136,19.51228611098395,38.12627777735392,Kepler-1484,0.94,5730,1095
Kepler-85 e,25.216751,19.39823055585225,45.29031944433848,Kepler-85,,5436,
Kepler-583 b,6.5100253,18.80742222203149,42.35450000021193,Kepler-583,0.94,5523,805
Kepler-610 b,6.99692655,19.54475555525886,45.06561111132304,Kepler-610,1.1,5943,1113
HD 38801 b,696.3,5.799780555301242,-8.327516667048137,HD 38801,1.22,5314,90.7441
Kepler-964 b,13.5225106,19.68667222234938,40.55658333354526,Kepler-964,0.93,5427,478
HD 132563 B b,1544,14.97265833324856,44.04331666628519,HD 132563 B,1.01,5985,96.0615
Kepler-1227 b,94.2887577,19.13775833341811,41.8749166668786,Kepler-1227,0.97,5747,667
Kepler-351 d,142.544247,19.09684722264608,42.65788888878292,Kepler-351,0.89,5643,0
Kepler-390 c,13.060022,19.44191944440206,41.20859999974569,Kepler-390,,5166,
Kepler-61 b,59.87756,19.68696666664547,42.47527777777778,Kepler-61,0.635,4017,
Kepler-1486 b,54.6495759,19.37269166681502,45.43972222222222,Kepler-1486,1.08,5965,1465
Kepler-803 b,50.28638192,19.94810833295186,44.69386111153496,Kepler-803,1.05,5919,615
GJ 667 C c,28.1,17.31634388923645,-34.99683333290948,GJ 667 C,0.33,3350,7.23589
HD 207832 c,1155.7,21.87672222243415,-26.02621111128065,HD 207832,0.94,5710,54.4366
Kepler-80 b,7.053,19.74083888901605,39.97877777735393,Kepler-80,0.72,4613,
Kepler-1462 b,65.6488341,19.75983611106873,42.39691666709052,Kepler-1462,1,5756,1368
Kepler-886 b,6.24146367,19.08478333327505,43.5952222220103,Kepler-886,1.1,6098,857
Kepler-1468 c,3.54553021,19.56798888895247,41.27741666687859,Kepler-1468,1.04,5893,1130
Kepler-272 d,10.937304,19.94183055559794,47.59383055580987,Kepler-272,,5297,
Kepler-1544 b,168.811174,19.81899999989404,49.21244444423252,Kepler-1544,0.81,4886,349
Kepler-44 b,3.24674,20.00682333310445,45.76213888910082,Kepler-44,1.19,5757,2250.02
HD 5891 b,177.11,1.009219444062975,20.29258333312141,HD 5891,1.09,4825,251
Kepler-292 b,2.580827,19.71773888885975,42.42428055551317,Kepler-292,,5299,
Kepler-228 d,11.094286,19.75241111119588,48.2246694442961,Kepler-228,,6043,
Kepler-1000 b,120.0181272,19.11236944410536,47.09822222179837,Kepler-1000,1.4,6453,925
Kepler-140 b,3.25427,19.15796944459279,46.76821944448683,Kepler-140,,6077,
Kepler-245 d,36.277108,19.44260000016954,42.43631944444444,Kepler-245,,5100,
Kepler-884 b,5.69919514,19.50563055568271,49.9231666665607,Kepler-884,1,5715,420
Kepler-1073 c,4.02582254,19.61018055597941,38.23305555555556,Kepler-1073,1,5792,837
Kepler-908 b,1.34059747,19.6881666665607,39.37647222201029,Kepler-908,1.11,5973,250
HD 173416 b,323.6,18.72669166670905,36.55646388901604,HD 173416,2,4683,139.47
Kepler-1379 b,0.88184115,19.57803055551317,41.41025000042385,Kepler-1379,0.83,5188,951
Kepler-104 c,23.668205,19.17363888899486,42.16678055555456,Kepler-104,,5711,
Kepler-263 b,16.568087,19.4979805554284,37.5677888888783,Kepler-263,,5265,
Kepler-1008 b,12.43931193,19.76983611106872,44.94194444444444,Kepler-1008,0.81,5066,299
Kepler-278 c,51.078775,19.3404805554284,38.70223055548139,Kepler-278,,4991,
Kepler-1587 b,9.4060467,19.51184722264608,49.66391666624281,Kepler-1587,1.08,5933,907
Kepler-1569 b,5.79180156,19.48031388918558,37.22122222211626,Kepler-1569,1.25,6319,1050
Kepler-1273 b,28.625653,19.05354722234938,44.87341666645474,Kepler-1273,0.94,5566,1355
Kepler-1365 c,4.77468005,19.47998055564032,42.04608333375719,Kepler-1365,1,5770,541
HD 76700 b,3.97097,8.898869444529215,-66.8012861111429,HD 76700,1.129,5668.45,60.2773
Kepler-366 b,3.281959,19.79013888888889,49.08443888889419,Kepler-366,,6209,
HD 39091 b,2151,5.619108333322737,-80.47167500019074,HD 39091,1.071,5949.91,18.315
Kepler-1636 b,425.47785,19.60384166664548,46.4410277779897,Kepler-1636,1.01,5797,1567
Kepler-1068 b,16.92344113,19.64321111149258,46.39236111111111,Kepler-1068,1.01,5806,1532
Kepler-596 b,21.30022655,19.30004444444345,51.68572222232818,Kepler-596,1.21,6267,1083
HD 7449 b,1275,1.241505555576748,-5.047050000296698,HD 7449,1.05,6024,38.5208
HD 149026 b,2.8758911,16.50824444452921,38.3471805551317,HD 149026,1.294,6160,79.4281
Kepler-186 b,3.8867907,19.91018055597941,43.95501944435968,Kepler-186,0.478,3788,151
Kepler-219 c,22.714613,19.24926944414775,46.7625611114502,Kepler-219,,5786,
OGLE-2006-BLG-109L c,4927.5,17.87626388867696,-30.08769444439146,OGLE-2006-BLG-109L,0.51,,1510
Kepler-561 c,5.35016198,19.58313888867696,45.10722222222223,Kepler-561,0.96,5646,667
Kepler-1240 b,4.8663815,18.86664722230699,40.55744444423252,Kepler-1240,0.98,5682,614
Kepler-361 c,55.188023,19.78690000004239,46.74114999983046,Kepler-361,,6169,
Kepler-265 e,67.831024,19.36736111111111,41.24481944402059,Kepler-265,,5835,
Qatar-2 b,1.3371182,13.84372472233242,-6.803999999894036,Qatar-2,0.74,4645,
Kepler-1448 b,12.27065865,19.19115833335453,50.59558333290948,Kepler-1448,0.95,5774,786
Kepler-293 b,19.254196,19.09053888903724,42.40651111125946,Kepler-293,,5804,
Kepler-166 b,7.650254,19.54401111072964,48.88118888854981,Kepler-166,,5413,
Kepler-1551 b,24.4973698,19.71903333346049,39.90791666666667,Kepler-1551,1.14,6136,1560
HD 216437 b,1353,22.91098888927036,-70.07388611104753,HD 216437,1.117,5848.71,26.7451
Kepler-1052 b,34.8538276,19.68951666673025,46.60227777772479,Kepler-1052,1.03,5888,1051
HAT-P-49 b,2.691548,20.36275777816773,26.69266666624281,HAT-P-49,1.543,6820,
Kepler-623 b,9.07097734,19.79911388927036,47.47738888846504,Kepler-623,0.9,5443,811
Kepler-1621 b,92.263714,19.83923333326975,43.84122222211626,Kepler-1621,1.15,6158,1461
Kepler-367 c,53.578637,19.8194888888465,49.98163055525886,Kepler-367,,4710,
Kepler-313 b,14.970418,19.88633055554496,48.77546111106872,Kepler-313,,5727,
Kepler-1439 b,8.07392849,19.04931944423252,40.98002777735392,Kepler-1439,0.46,3578,215
Kepler-150 c,7.381998,19.21561111132304,40.52089999993642,Kepler-150,,5560,
Kepler-87 b,114.73635,19.86111111111111,46.965,Kepler-87,1.1,5600,
Kepler-681 b,26.39435646,19.29331388897366,51.25033333334658,Kepler-681,0.8,5021,666
Kepler-564 b,3.75083228,19.78922499974569,46.62641666624281,Kepler-564,0.95,5626,830
HAT-P-7 b,2.204737,19.48315611097548,47.96949999994702,HAT-P-7,1.5,6389,320
Kepler-316 c,6.827766,19.38839999993642,44.18411111109786,Kepler-316,,4204,
PSR B1257+12 C,98.2114,13.00099361108409,12.68233333375719,PSR B1257+12,,,
HD 49674 b,4.94737,6.858469444380866,40.86805555555556,HD 49674,1.015,5662.28,44.2282
HD 82943 b,442.4,9.580758333206177,-12.12912222226461,HD 82943,1.133,5997.1,27.4725
Kepler-342 c,26.234138,19.51186944431729,46.72671111106873,Kepler-342,,6175,
Kepler-783 b,4.29264638,19.40419444455041,47.48480555560854,Kepler-783,0.93,5521,544
Kepler-1378 b,11.95398936,19.82488888899485,40.36638888888889,Kepler-1378,0.7,4407,562
Kepler-828 b,0.56785714,19.12581944465637,42.47125,Kepler-828,0.81,5039,625
WASP-38 b,6.87188,16.26398999955919,10.03258333312141,WASP-38,1.23,6180,110
WASP-69 b,3.8681382,21.00172027773327,-5.094472221798367,WASP-69,0.826,4700,50
Kepler-139 c,157.072878,18.82613055547078,43.88934999995762,Kepler-139,,5594,
Kepler-1199 b,15.0447198,19.58172499974569,47.24705555597941,Kepler-1199,0.94,5889,540
Kepler-817 b,3.99010623,19.7387916665607,39.16161111089918,Kepler-817,1.03,5861,1401
HD 77338 b,5.7361,9.02013055562973,-25.52640555593702,HD 77338,0.93,5370,40.7498
Kepler-29 c,13.2907,19.88988833321465,47.49122222211626,Kepler-29,1,5750,
Kepler-605 c,2.35895152,19.15302777767181,43.27986111111111,Kepler-605,0.91,5462,570
Kepler-444 c,4.5458841,19.31679722222189,41.63613888899485,Kepler-444,0.758,5046,35.7
HD 220773 b,3724.7,23.44095277786255,8.644386111365424,HD 220773,1.16,5940,50.8906
Kepler-655 b,46.4063358,19.81727222224077,46.84319444444445,Kepler-655,1.15,6170,783
Kepler-559 b,17.58752333,19.77578888893127,43.80280555566151,Kepler-559,0.96,5630,793
WASP-6 b,3.361006,23.2104863887363,-22.67391666677263,WASP-6,0.93,5450,
HD 7924 d,24.451,1.366444444656372,76.7103666665819,HD 7924,0.832,5177,16.8095
Kepler-1337 b,24.4002549,19.13393888890743,46.79611111111111,Kepler-1337,0.7,4523,588
Kepler-1552 b,184.771853,19.44512222184075,38.8749166668786,Kepler-1552,0.85,5202,618
Kepler-206 c,13.137471,19.44231111102634,41.83386111110449,Kepler-206,,5764,
Kepler-169 c,6.195469,19.06666111098395,40.91931944449743,Kepler-169,,4997,
HD 159868 c,352.3,17.64991944419013,-43.14510277748108,HD 159868,1.16,5558,58.6854
HD 137388 b,330,15.59446944448683,-80.20469444433849,HD 137388,0.86,5240,38.4468
HD 95086 b,,10.95085833330949,-68.66737777776189,HD 95086,,,90.4159
Kepler-196 b,20.739886,18.99789999961853,42.07919999970331,Kepler-196,,5128,
Kepler-352 b,10.05537,19.99309999995761,46.05196944448683,Kepler-352,,5212,
Kepler-329 b,7.416397,19.95120000004768,45.22743055555556,Kepler-329,,4257,
Kepler-179 b,2.735926,19.91091944482591,47.76203888893127,Kepler-179,,5302,
Kepler-1080 b,77.2548396,19.76430277824402,49.18291666666666,Kepler-1080,1.1,5956,688
Kepler-176 b,5.433074,19.64453055593702,43.85326111104754,Kepler-176,,5232,
WASP-104 b,1.7554137,10.70682888878716,7.435,WASP-104,1.076,5475,143
WASP-83 b,4.971252,12.67680833286709,-19.28427777780427,WASP-83,1.11,5480,300
Kepler-1095 b,4.27103091,19.55083055555821,41.36511111153497,Kepler-1095,0.94,5658,758
Kepler-1170 b,9.98969327,19.47790555530124,43.77966666645474,Kepler-1170,0.8,5069,911
Kepler-310 c,56.47542,19.2559611108568,46.98673888895247,Kepler-310,,5797,
Kepler-339 b,4.977656,19.55678055551317,48.44463888910082,Kepler-339,,5631,
Kepler-124 d,30.950851,19.11685000000729,49.06491111119588,Kepler-124,,4984,
Kepler-52 c,16.3850021,19.11586888843113,49.97575000021193,Kepler-52,0.54,4075,
Kepler-1132 b,62.8916228,19.09116388903724,48.42394444465637,Kepler-1132,0.87,5298,940
Kepler-1265 b,6.49441289,18.97238611115349,47.07952777756585,Kepler-1265,0.71,4630,581
Kepler-1494 b,91.080482,18.84382777743869,43.16252777735392,Kepler-1494,0.96,5659,1059
WASP-99 b,5.75251,2.659844444062974,-50.00799999978807,WASP-99,1.48,6150,
HD 100777 b,383.70001,11.59764722188314,-4.75577777756585,HD 100777,1,5582,49.6032
Kepler-818 b,10.03538581,19.7490083334181,39.37033333328035,Kepler-818,0.94,5638,967
HAT-P-5 b,2.788491,18.29369416660733,36.62133333312141,HAT-P-5,1.157,5960,341.297
Kepler-1381 b,25.3842686,19.16904999997881,48.72777777777778,Kepler-1381,0.96,5747,1306
Kepler-125 b,4.164389,19.8838805555635,47.60493888907963,Kepler-125,,3810,
Kepler-193 b,11.38848,19.7665694448683,46.57723888927036,Kepler-193,,6335,
Kepler-1078 b,3.00725242,19.54670555538602,43.05002777777819,Kepler-1078,0.94,5612,1215
Kepler-585 b,2.75235975,19.10190000004239,43.87341666645474,Kepler-585,0.96,5593,604
HD 222582 b,572.38,23.69767222192552,-5.985486111111111,HD 222582,0.965,5726.63,41.7711
Kepler-119 c,4.125103,19.72976111094157,42.65891944461399,Kepler-119,,5595,
Kepler-558 b,29.00790538,18.97719166649712,42.65266666677263,Kepler-558,0.85,5242,652
Kepler-670 b,2.81650485,19.80103055556615,49.22530555566152,Kepler-670,0.99,5709,980
Kepler-770 c,1.47532231,19.09936111132304,38.3749166668786,Kepler-770,0.94,5598,761
Kepler-1188 b,17.1369543,18.87358888891008,43.14805555555556,Kepler-1188,1.04,5913,1202
Kepler-434 b,12.8747099,19.57242527802785,42.92888888888888,Kepler-434,1.198,5970,1240
Kepler-1398 c,4.13827595,19.65774444421132,48.6389722220103,Kepler-1398,1.13,6126,793
Kepler-16 b,228.776,19.27171527756585,51.7574166668786,Kepler-16,0.6897,4450,61.3181
Kepler-32 d,22.7802,19.85616027779049,46.57424999978807,Kepler-32,0.54,3793,303
Kepler-58 c,15.5741568,19.75724361101786,39.11516666624281,Kepler-58,0.95,5843,
Kepler-758 b,12.1097104,19.53897499985165,41.13544444441796,Kepler-758,1.16,6228,1353
Kepler-1122 b,42.1917357,19.21870277775658,46.34091666645474,Kepler-1122,0.92,5544,924
Kepler-1534 b,5.71668872,19.49302499983046,43.86908333328035,Kepler-1534,0.9,5442,1107
WASP-33 b,1.21986983,2.447516667048137,37.55050277776188,WASP-33,1.495,7430,115.607
HD 128311 b,454.2,14.60012222222156,9.747125000423855,HD 128311,0.828,4965.42,16.5016
HD 181433 d,2172,19.4194166665607,-66.46937222215864,HD 181433,0.78,4962,26.7594
TrES-1 b,3.030065,19.06940111107296,36.63263888888889,TrES-1,0.878,5230,152.207
HD 4208 b,828,0.7406805557674832,-26.5160444439782,HD 4208,0.879,5600.17,32.3729
Kepler-773 b,3.74910006,19.39231111102634,38.05755555576748,Kepler-773,1.04,5850,528
Kepler-62 e,122.3874,18.88084972169664,45.34986111111111,Kepler-62,0.69,4925,368
Kepler-120 b,6.312501,19.19278055508931,39.33913055578868,Kepler-120,,4096,
HD 5388 b,777,0.9199888888994853,-47.40553333335453,HD 5388,1.21,6297,53.7057
Kepler-1393 b,2.44357812,18.96396388901605,40.14255555576748,Kepler-1393,0.95,5697,462
Kepler-1001 b,14.30511983,19.0849250000053,48.61869444449743,Kepler-1001,0.9,5491,1009
CoRoT-10 b,13.2406,19.40425000005298,0.7461111111111111,CoRoT-10,0.89,5075,344.947
Kepler-1309 b,28.8432647,19.91568333307902,40.76416666666667,Kepler-1309,0.85,5235,845
